DC ID,Latitude,Longitude,Assemb,Fixed,q0,c0,q1_old,c1,q2_old,c2
DC1323,41.011,-73.742,1.90,145500,150000,0.73,100000,0.65,100000,0.65
DC1324,42.974,-78.714,5.82,136600,150000,0.68,100000,0.61,100000,0.61
DC1325,40.814,-73.477,2.90,144400,150000,0.72,100000,0.65,100000,0.65
DC1326,41.596,-74.523,7.61,136700,150000,0.68,100000,0.62,100000,0.62
DC1327,40.968,-73.848,3.20,149100,150000,0.75,100000,0.67,100000,0.67
DC1328,41.062,-81.524,2.28,135600,150000,0.68,100000,0.61,100000,0.61
DC1329,40.92,-81.142,4.49,138300,150000,0.69,100000,0.62,100000,0.62
DC1330,41.847,-80.788,7.36,120000,150000,0.6,100000,0.54,100000,0.54
DC1331,39.322,-82.106,7.22,135300,150000,0.68,100000,0.61,100000,0.61
DC1332,41.762,-80.843,5.20,130000,150000,0.65,100000,0.59,100000,0.59
DC1333,41.453,-82.008,7.34,137700,150000,0.69,100000,0.62,100000,0.62
DC1334,41.379,-81.527,4.60,134400,150000,0.67,100000,0.6,100000,0.6
DC1335,40.364,-83.741,6.90,126800,150000,0.63,100000,0.57,100000,0.57
DC1336,38.881,-82.324,2.66,138800,150000,0.69,100000,0.62,100000,0.62
DC1337,41.4,-81.812,4.40,134400,150000,0.67,100000,0.6,100000,0.6
DC1338,41.435,-81.746,3.20,126600,150000,0.63,100000,0.57,100000,0.57
DC1339,39.803,-82.702,4.46,129200,150000,0.65,100000,0.58,100000,0.58
DC1340,39.64,-84.175,1.32,123700,150000,0.62,100000,0.56,100000,0.56
DC1341,39.315,-82.95,7.19,133500,150000,0.67,100000,0.6,100000,0.6
DC1342,39.07,-84.53,7.54,125900,150000,0.63,100000,0.57,100000,0.57
DC1343,41.504,-81.692,2.01,131400,150000,0.66,100000,0.59,100000,0.59
DC1344,40.005,-82.982,6.45,127200,150000,0.64,100000,0.57,100000,0.57
DC1345,41.368,-80.744,0.38,130800,150000,0.65,100000,0.59,100000,0.59
DC1346,41.136,-81.483,6.35,142000,150000,0.71,100000,0.64,100000,0.64
DC1347,39.898,-84.229,6.21,123300,150000,0.62,100000,0.55,100000,0.55
DC1348,41.265,-84.396,1.06,134300,150000,0.67,100000,0.6,100000,0.6
DC1349,40.299,-83.068,1.43,123600,150000,0.62,100000,0.56,100000,0.56
DC1350,40.544,-81.494,5.36,140300,150000,0.7,100000,0.63,100000,0.63
DC1351,40.116,-83.133,5.12,130300,150000,0.65,100000,0.59,100000,0.59
DC1352,41.368,-82.108,1.63,128300,150000,0.64,100000,0.58,100000,0.58
DC1353,39.816,-84.006,1.68,126500,150000,0.63,100000,0.57,100000,0.57
DC1354,39.328,-84.554,2.11,121800,150000,0.61,100000,0.55,100000,0.55
DC1355,41.046,-83.656,2.69,121900,150000,0.61,100000,0.55,100000,0.55
DC1356,41.356,-83.122,6.29,127700,150000,0.64,100000,0.57,100000,0.57
DC1357,40.063,-84.648,0.09,118200,150000,0.59,100000,0.53,100000,0.53
DC1358,39.876,-83.058,5.62,131700,150000,0.66,100000,0.59,100000,0.59
DC1359,39.43,-84.512,4.94,123000,150000,0.62,100000,0.55,100000,0.55
DC1360,40.016,-83.176,1.73,132600,150000,0.66,100000,0.6,100000,0.6
DC1361,39.184,-83.55,0.88,123200,150000,0.62,100000,0.55,100000,0.55
DC1362,41.621,-83.752,6.71,119900,150000,0.6,100000,0.54,100000,0.54
DC1363,39.853,-84.122,1.47,128100,150000,0.64,100000,0.58,100000,0.58
DC1364,41.126,-81.351,2.18,136200,150000,0.68,100000,0.61,100000,0.61
DC1365,39.705,-82.605,4.76,132100,150000,0.66,100000,0.59,100000,0.59
DC1366,40.787,-84.08,6.86,119200,150000,0.6,100000,0.54,100000,0.54
DC1367,41.464,-82.161,7.64,133500,150000,0.67,100000,0.6,100000,0.6
DC1368,40.828,-82.529,1.48,123800,150000,0.62,100000,0.56,100000,0.56
DC1369,41.298,-81.241,7.79,140800,150000,0.7,100000,0.63,100000,0.63
DC1370,39.441,-81.45,2.70,172400,150000,0.86,100000,0.78,100000,0.78
DC1371,40.552,-83.122,3.03,125300,150000,0.63,100000,0.56,100000,0.56
DC1372,40.261,-83.358,4.70,128500,150000,0.64,100000,0.58,100000,0.58
DC1373,39.359,-84.323,7.70,126900,150000,0.63,100000,0.57,100000,0.57
DC1374,40.817,-81.505,7.17,132300,150000,0.66,100000,0.6,100000,0.6
DC1375,41.152,-81.863,4.28,131200,150000,0.66,100000,0.59,100000,0.59
DC1376,40.687,-84.501,3.85,123600,150000,0.62,100000,0.56,100000,0.56
DC1377,41.691,-81.318,4.16,125700,150000,0.63,100000,0.57,100000,0.57
DC1378,39.504,-84.394,1.02,127000,150000,0.64,100000,0.57,100000,0.57
DC1379,39.168,-84.238,0.92,131500,150000,0.66,100000,0.59,100000,0.59
DC1380,39.449,-84.37,1.40,123300,150000,0.62,100000,0.55,100000,0.55
DC1381,40.352,-82.519,3.09,131500,150000,0.66,100000,0.59,100000,0.59
DC1382,41.413,-84.144,4.75,125800,150000,0.63,100000,0.57,100000,0.57
DC1383,40.46,-81.45,1.97,141300,150000,0.71,100000,0.64,100000,0.64
DC1384,40.903,-81.45,5.61,139800,150000,0.7,100000,0.63,100000,0.63
DC1385,41.321,-81.549,4.56,127200,150000,0.64,100000,0.57,100000,0.57
DC1386,41.026,-84.038,1.09,122900,150000,0.61,100000,0.55,100000,0.55
DC1387,40.016,-82.67,2.41,124800,150000,0.62,100000,0.56,100000,0.56
DC1388,41.521,-83.571,2.95,128600,150000,0.64,100000,0.58,100000,0.58
DC1389,41.662,-84.554,0.80,138600,150000,0.69,100000,0.62,100000,0.62
DC1390,40.146,-84.249,4.19,119300,150000,0.6,100000,0.54,100000,0.54
DC1391,40.108,-83.267,4.88,128900,150000,0.64,100000,0.58,100000,0.58
DC1392,41.159,-81.069,5.15,127300,150000,0.64,100000,0.57,100000,0.57
DC1393,39.952,-82.789,0.29,125400,150000,0.63,100000,0.56,100000,0.56
DC1394,41.477,-81.85,1.25,132700,150000,0.66,100000,0.6,100000,0.6
DC1395,41.409,-82.692,0.52,128000,150000,0.64,100000,0.58,100000,0.58
DC1396,40.283,-84.144,3.90,125000,150000,0.63,100000,0.56,100000,0.56
DC1397,38.469,-82.551,2.79,134400,150000,0.67,100000,0.6,100000,0.6
DC1398,39.836,-83.784,0.46,126200,150000,0.63,100000,0.57,100000,0.57
DC1399,40.095,-80.921,7.52,152900,150000,0.76,100000,0.69,100000,0.69
DC1400,40.409,-80.666,3.14,145600,150000,0.73,100000,0.66,100000,0.66
DC1401,41.173,-81.439,0.01,133800,150000,0.67,100000,0.6,100000,0.6
DC1402,41.246,-81.351,0.23,133700,150000,0.67,100000,0.6,100000,0.6
DC1403,41.32,-81.812,1.16,125300,150000,0.63,100000,0.56,100000,0.56
DC1404,41.14,-83.186,1.69,124800,150000,0.62,100000,0.56,100000,0.56
DC1405,39.935,-84.122,0.30,120000,150000,0.6,100000,0.54,100000,0.54
DC1406,41.701,-83.491,6.65,124600,150000,0.62,100000,0.56,100000,0.56
DC1407,39.791,-84.323,0.72,120300,150000,0.6,100000,0.54,100000,0.54
DC1408,40.062,-84.207,6.31,122800,150000,0.61,100000,0.55,100000,0.55
DC1409,41.313,-81.439,7.17,133800,150000,0.67,100000,0.6,100000,0.6
DC1410,40.804,-83.293,3.42,131300,150000,0.66,100000,0.59,100000,0.59
DC1411,41.405,-81.615,0.05,125000,150000,0.63,100000,0.56,100000,0.56
DC1412,41.154,-83.603,6.71,118400,150000,0.59,100000,0.53,100000,0.53
DC1413,41.046,-81.757,4.86,129700,150000,0.65,100000,0.58,100000,0.58
DC1414,40.568,-84.194,1.76,120000,150000,0.6,100000,0.54,100000,0.54
DC1415,41.238,-80.733,7.73,131500,150000,0.66,100000,0.59,100000,0.59
DC1416,41.434,-81.532,3.42,131100,150000,0.66,100000,0.59,100000,0.59
DC1417,39.132,-83.015,5.45,124900,150000,0.62,100000,0.56,100000,0.56
DC1418,39.669,-84.244,6.06,126000,150000,0.63,100000,0.57,100000,0.57
DC1419,39.342,-84.407,0.18,123800,150000,0.62,100000,0.56,100000,0.56
DC1420,39.932,-83.315,3.09,128700,150000,0.64,100000,0.58,100000,0.58
DC1421,41.447,-81.921,0.79,136100,150000,0.68,100000,0.61,100000,0.61
DC1422,38.745,-82.799,2.52,144200,150000,0.72,100000,0.65,100000,0.65
DC1423,41.606,-81.373,5.67,128000,150000,0.64,100000,0.58,100000,0.58
DC1424,39.446,-83.805,5.99,118300,150000,0.59,100000,0.53,100000,0.53
DC1425,39.242,-84.47,2.87,122200,150000,0.61,100000,0.55,100000,0.55
DC1426,40.802,-81.997,2.32,129100,150000,0.65,100000,0.58,100000,0.58
DC1427,39.678,-83.911,4.83,128000,150000,0.64,100000,0.58,100000,0.58
DC1428,41.108,-80.646,1.21,125800,150000,0.63,100000,0.57,100000,0.57
DC1429,39.986,-81.91,3.08,129000,150000,0.65,100000,0.58,100000,0.58
DC1430,34.168,-97.136,1.90,147300,150000,0.74,100000,0.66,100000,0.66
DC1431,36.702,-95.878,7.30,148500,150000,0.74,100000,0.67,100000,0.67
DC1432,35.924,-95.878,6.44,136200,150000,0.68,100000,0.61,100000,0.61
DC1433,36.064,-95.667,2.30,137100,150000,0.69,100000,0.62,100000,0.62
DC1434,36.238,-95.667,7.55,139400,150000,0.7,100000,0.63,100000,0.63
DC1435,35.471,-98.991,6.61,140100,150000,0.7,100000,0.63,100000,0.63
DC1436,34.474,-97.916,1.21,142500,150000,0.71,100000,0.64,100000,0.64
DC1437,34.033,-96.365,5.16,142500,150000,0.71,100000,0.64,100000,0.64
DC1438,35.666,-97.498,5.98,147900,150000,0.74,100000,0.67,100000,0.67
DC1439,36.419,-97.807,5.51,139800,150000,0.7,100000,0.63,100000,0.63
DC1440,36.58,-94.749,7.71,115400,150000,0.58,100000,0.52,100000,0.52
DC1441,34.562,-98.243,3.17,139500,150000,0.7,100000,0.63,100000,0.63
DC1442,34.935,-95.771,6.26,150000,150000,0.75,100000,0.68,100000,0.68
DC1443,35.459,-97.406,4.87,138600,150000,0.69,100000,0.62,100000,0.62
DC1444,35.346,-97.471,1.73,137300,150000,0.69,100000,0.62,100000,0.62
DC1445,35.669,-95.268,6.51,146600,150000,0.73,100000,0.66,100000,0.66
DC1446,35.382,-97.763,7.63,139800,150000,0.7,100000,0.63,100000,0.63
DC1447,35.259,-97.471,0.97,146500,150000,0.73,100000,0.66,100000,0.66
DC1448,36.623,-95.952,0.27,144000,150000,0.72,100000,0.65,100000,0.65
DC1449,35.515,-97.476,2.49,142600,150000,0.71,100000,0.64,100000,0.64
DC1450,35.46,-97.52,1.57,143100,150000,0.72,100000,0.64,100000,0.64
DC1451,36.273,-95.835,2.57,137700,150000,0.69,100000,0.62,100000,0.62
DC1452,36.697,-97.136,2.85,147100,150000,0.74,100000,0.66,100000,0.66
DC1453,35.311,-96.953,5.09,138100,150000,0.69,100000,0.62,100000,0.62
DC1454,36.074,-97.114,6.10,139100,150000,0.7,100000,0.63,100000,0.63
DC1455,36.032,-94.935,3.73,107100,150000,0.54,100000,0.48,100000,0.48
DC1456,36.186,-95.957,3.34,143100,150000,0.72,100000,0.64,100000,0.64
DC1457,36.709,-95.268,0.43,141500,150000,0.71,100000,0.64,100000,0.64
DC1458,35.536,-97.742,2.46,146400,150000,0.73,100000,0.66,100000,0.66
DC1459,44.953,-74.888,3.83,118100,150000,0.59,100000,0.53,100000,0.53
DC1460,46.431,-84.281,4.11,120200,150000,0.6,100000,0.54,100000,0.54
DC1461,44.639,-123.132,1.21,152100,150000,0.76,100000,0.68,100000,0.68
DC1462,43.966,-121.22,7.74,151100,150000,0.76,100000,0.68,100000,0.68
DC1463,45.412,-122.546,3.14,153300,150000,0.77,100000,0.69,100000,0.69
DC1464,43.353,-124.078,2.79,150500,150000,0.75,100000,0.68,100000,0.68
DC1465,44.043,-123.226,2.54,154300,150000,0.77,100000,0.69,100000,0.69
DC1466,45.389,-122.593,6.98,149600,150000,0.75,100000,0.67,100000,0.67
DC1467,45.855,-119.293,7.73,141800,150000,0.71,100000,0.64,100000,0.64
DC1468,45.405,-122.991,4.43,147100,150000,0.74,100000,0.66,100000,0.66
DC1469,45.027,-123.026,2.67,157600,150000,0.79,100000,0.71,100000,0.71
DC1470,42.168,-121.688,6.60,133700,150000,0.67,100000,0.6,100000,0.6
DC1471,44.54,-122.771,7.41,154100,150000,0.77,100000,0.69,100000,0.69
DC1472,45.184,-123.284,7.14,151200,150000,0.76,100000,0.68,100000,0.68
DC1473,42.286,-122.887,7.84,147900,150000,0.74,100000,0.67,100000,0.67
DC1474,45.449,-122.629,4.48,146000,150000,0.73,100000,0.66,100000,0.66
DC1475,44.117,-117.038,2.63,145900,150000,0.73,100000,0.66,100000,0.66
DC1476,45.449,-122.629,1.20,150200,150000,0.75,100000,0.68,100000,0.68
DC1477,43.17,-123.238,2.06,147700,150000,0.74,100000,0.66,100000,0.66
DC1478,44.905,-123.083,2.87,148600,150000,0.74,100000,0.67,100000,0.67
DC1479,44.06,-123.018,1.67,152700,150000,0.76,100000,0.69,100000,0.69
DC1480,45.43,-122.77,2.90,154900,150000,0.77,100000,0.7,100000,0.7
DC1481,45.302,-122.775,4.64,146000,150000,0.73,100000,0.66,100000,0.66
DC1482,45.53,-122.371,0.29,145000,150000,0.73,100000,0.65,100000,0.65
DC1483,45.131,-122.835,3.13,153900,150000,0.77,100000,0.69,100000,0.69
DC1484,40.6,-75.47,5.80,133500,150000,0.67,100000,0.6,100000,0.6
DC1485,40.518,-78.379,1.23,142600,150000,0.71,100000,0.64,100000,0.64
DC1486,39.821,-75.778,4.54,128300,150000,0.64,100000,0.58,100000,0.58
DC1487,41.014,-75.286,7.13,129100,150000,0.65,100000,0.58,100000,0.58
DC1488,40.767,-80.355,7.98,128800,150000,0.64,100000,0.58,100000,0.58
DC1489,39.924,-78.543,3.57,141900,150000,0.71,100000,0.64,100000,0.64
DC1490,40.165,-79.807,4.62,152800,150000,0.76,100000,0.69,100000,0.69
DC1491,41.079,-76.294,4.50,137400,150000,0.69,100000,0.62,100000,0.62
DC1492,40.491,-76.283,1.49,132400,150000,0.66,100000,0.6,100000,0.6
DC1493,40.317,-80.042,6.36,144000,150000,0.72,100000,0.65,100000,0.65
DC1494,40.597,-75.376,0.96,141000,150000,0.71,100000,0.63,100000,0.63
DC1495,41.016,-76.433,1.26,139200,150000,0.7,100000,0.63,100000,0.63
DC1496,40.553,-75.656,5.25,137400,150000,0.69,100000,0.62,100000,0.62
DC1497,39.873,-75.394,2.12,140600,150000,0.7,100000,0.63,100000,0.63
DC1498,40.901,-79.942,0.68,148600,150000,0.74,100000,0.67,100000,0.67
DC1499,40.226,-76.93,6.99,139900,150000,0.7,100000,0.63,100000,0.63
DC1500,40.263,-77.172,2.85,137100,150000,0.69,100000,0.62,100000,0.62
DC1501,40.409,-80.115,2.67,150200,150000,0.75,100000,0.68,100000,0.68
DC1502,40.839,-77.677,6.29,139800,150000,0.7,100000,0.63,100000,0.63
DC1503,39.985,-77.665,6.66,138000,150000,0.69,100000,0.62,100000,0.62
DC1504,40.11,-75.632,6.58,132400,150000,0.66,100000,0.6,100000,0.6
DC1505,40.295,-78.509,7.68,153400,150000,0.77,100000,0.69,100000,0.69
DC1506,41.08,-78.453,3.60,149100,150000,0.75,100000,0.67,100000,0.67
DC1507,41.609,-80.299,0.87,121000,150000,0.61,100000,0.54,100000,0.54
DC1508,40.716,-80.121,5.23,147300,150000,0.74,100000,0.66,100000,0.66
DC1509,40.259,-76.19,6.54,138000,150000,0.69,100000,0.62,100000,0.62
DC1510,41.464,-75.627,2.37,132900,150000,0.66,100000,0.6,100000,0.6
DC1511,40.021,-75.726,2.14,140200,150000,0.7,100000,0.63,100000,0.63
DC1512,41.107,-78.725,2.07,142400,150000,0.71,100000,0.64,100000,0.64
DC1513,40.404,-78.498,3.02,151900,150000,0.76,100000,0.68,100000,0.68
DC1514,40.684,-75.283,3.67,147300,150000,0.74,100000,0.66,100000,0.66
DC1515,40.17,-75.795,5.81,139200,150000,0.7,100000,0.63,100000,0.63
DC1516,42.049,-80.042,3.73,120600,150000,0.6,100000,0.54,100000,0.54
DC1517,40.174,-74.857,7.12,147300,150000,0.74,100000,0.66,100000,0.66
DC1518,40.47,-76.445,5.93,131900,150000,0.66,100000,0.59,100000,0.59
DC1519,41.614,-77.699,6.60,137300,150000,0.69,100000,0.62,100000,0.62
DC1520,39.824,-77.218,7.43,139500,150000,0.7,100000,0.63,100000,0.63
DC1521,40.632,-79.953,3.47,142500,150000,0.71,100000,0.64,100000,0.64
DC1522,40.525,-79.947,0.17,144000,150000,0.72,100000,0.65,100000,0.65
DC1523,39.803,-77.768,6.16,131500,150000,0.66,100000,0.59,100000,0.59
DC1524,40.302,-79.538,4.71,140100,150000,0.7,100000,0.63,100000,0.63
DC1525,40.562,-75.97,2.80,138000,150000,0.69,100000,0.62,100000,0.62
DC1526,39.753,-76.941,1.54,131700,150000,0.66,100000,0.59,100000,0.59
DC1527,40.299,-76.847,1.47,136500,150000,0.68,100000,0.61,100000,0.61
DC1528,40.286,-75.283,3.74,139300,150000,0.7,100000,0.63,100000,0.63
DC1529,39.974,-75.312,4.97,151300,150000,0.76,100000,0.68,100000,0.68
DC1530,40.965,-75.935,2.58,134800,150000,0.67,100000,0.61,100000,0.61
DC1531,41.223,-80.433,2.35,122000,150000,0.61,100000,0.55,100000,0.55
DC1532,41.618,-75.271,2.11,129100,150000,0.65,100000,0.58,100000,0.58
DC1533,40.459,-80.288,7.95,143200,150000,0.72,100000,0.64,100000,0.64
DC1534,40.667,-79.132,2.63,144900,150000,0.72,100000,0.65,100000,0.65
DC1535,41.466,-75.568,7.98,126500,150000,0.63,100000,0.57,100000,0.57
DC1536,40.306,-78.827,6.52,148900,150000,0.74,100000,0.67,100000,0.67
DC1537,40.533,-75.737,1.16,140300,150000,0.7,100000,0.63,100000,0.63
DC1538,40.04,-76.31,4.19,134400,150000,0.67,100000,0.6,100000,0.6
DC1539,40.196,-74.909,4.97,140000,150000,0.7,100000,0.63,100000,0.63
DC1540,40.229,-75.306,7.88,140200,150000,0.7,100000,0.63,100000,0.63
DC1541,40.29,-79.403,3.77,152300,150000,0.76,100000,0.69,100000,0.69
DC1542,40.293,-76.387,2.14,137600,150000,0.69,100000,0.62,100000,0.62
DC1543,40.42,-75.987,1.52,133800,150000,0.67,100000,0.6,100000,0.6
DC1544,40.812,-75.737,1.06,132900,150000,0.66,100000,0.6,100000,0.6
DC1545,40.248,-76.901,2.40,135100,150000,0.68,100000,0.61,100000,0.61
DC1546,40.59,-77.585,1.19,133800,150000,0.67,100000,0.6,100000,0.6
DC1547,41.8,-77.08,1.28,125500,150000,0.63,100000,0.56,100000,0.56
DC1548,41.382,-74.745,3.62,133500,150000,0.67,100000,0.6,100000,0.6
DC1549,40.248,-77.033,0.71,143100,150000,0.72,100000,0.64,100000,0.64
DC1550,39.922,-75.423,5.25,138200,150000,0.69,100000,0.62,100000,0.62
DC1551,41.187,-77.585,1.81,140600,150000,0.7,100000,0.63,100000,0.63
DC1552,41.02,-76.803,7.40,135300,150000,0.68,100000,0.61,100000,0.61
DC1553,40.69,-76.262,5.74,140200,150000,0.7,100000,0.63,100000,0.63
DC1554,40.681,-80.288,4.19,141200,150000,0.71,100000,0.64,100000,0.64
DC1555,40.433,-79.751,6.58,141400,150000,0.71,100000,0.64,100000,0.64
DC1556,41.268,-76.895,0.32,130000,150000,0.65,100000,0.59,100000,0.59
DC1557,41.113,-75.347,6.07,131700,150000,0.66,100000,0.59,100000,0.59
DC1558,40.401,-79.903,6.79,152900,150000,0.76,100000,0.69,100000,0.69
DC1559,40.981,-80.288,2.60,123900,150000,0.62,100000,0.56,100000,0.56
DC1560,40.241,-79.639,2.81,142800,150000,0.71,100000,0.64,100000,0.64
DC1561,40.137,-75.376,3.92,151800,150000,0.76,100000,0.68,100000,0.68
DC1562,40.945,-76.16,3.77,135900,150000,0.68,100000,0.61,100000,0.61
DC1563,40.411,-80.199,0.69,148000,150000,0.74,100000,0.67,100000,0.67
DC1564,40.133,-75.456,5.83,140900,150000,0.7,100000,0.63,100000,0.63
DC1565,40.642,-76.051,0.73,136500,150000,0.68,100000,0.61,100000,0.61
DC1566,40.266,-76.584,1.07,129900,150000,0.65,100000,0.58,100000,0.58
DC1567,40.069,-75.003,5.44,138500,150000,0.69,100000,0.62,100000,0.62
DC1568,40.438,-80.003,1.83,146500,150000,0.73,100000,0.66,100000,0.66
DC1569,41.297,-75.749,7.56,126700,150000,0.63,100000,0.57,100000,0.57
DC1570,41.368,-75.842,8.00,128000,150000,0.64,100000,0.58,100000,0.58
DC1571,40.111,-75.289,0.17,145000,150000,0.73,100000,0.65,100000,0.65
DC1572,40.207,-75.691,6.81,132600,150000,0.66,100000,0.6,100000,0.6
DC1573,40.67,-76.202,2.62,140600,150000,0.7,100000,0.63,100000,0.63
DC1574,40.446,-75.365,6.80,144700,150000,0.72,100000,0.65,100000,0.65
DC1575,40.354,-75.941,7.58,130300,150000,0.65,100000,0.59,100000,0.59
DC1576,40.368,-76.138,6.63,135100,150000,0.68,100000,0.61,100000,0.61
DC1577,41.97,-76.445,5.85,134400,150000,0.67,100000,0.6,100000,0.6
DC1578,41.37,-75.68,7.79,132300,150000,0.66,100000,0.6,100000,0.6
DC1579,40.821,-76.884,3.24,136000,150000,0.68,100000,0.61,100000,0.61
DC1580,40.372,-75.33,2.31,150400,150000,0.75,100000,0.68,100000,0.68
DC1581,41.234,-80.505,0.89,126000,150000,0.63,100000,0.57,100000,0.57
DC1582,40.319,-76.028,7.26,131000,150000,0.66,100000,0.59,100000,0.59
DC1583,40.008,-79.079,0.91,140200,150000,0.7,100000,0.63,100000,0.63
DC1584,40.799,-77.9,3.33,142800,150000,0.71,100000,0.64,100000,0.64
DC1585,40.95,-75.271,1.03,134800,150000,0.67,100000,0.61,100000,0.61
DC1586,40.638,-79.796,7.05,141600,150000,0.71,100000,0.64,100000,0.64
DC1587,41.397,-75.72,7.10,129500,150000,0.65,100000,0.58,100000,0.58
DC1588,41.16,-75.365,0.70,125800,150000,0.63,100000,0.57,100000,0.57
DC1589,40.146,-74.979,6.99,139600,150000,0.7,100000,0.63,100000,0.63
DC1590,39.917,-79.762,6.34,153100,150000,0.77,100000,0.69,100000,0.69
DC1591,41.858,-79.132,3.97,116100,150000,0.58,100000,0.52,100000,0.52
DC1592,40.247,-75.143,5.37,139100,150000,0.7,100000,0.63,100000,0.63
DC1593,40.163,-80.254,3.35,143100,150000,0.72,100000,0.64,100000,0.64
DC1594,39.784,-77.585,2.39,137100,150000,0.69,100000,0.62,100000,0.62
DC1595,40.951,-76.022,1.63,134100,150000,0.67,100000,0.6,100000,0.6
DC1596,40.351,-79.914,0.73,143400,150000,0.72,100000,0.65,100000,0.65
DC1597,40.657,-75.499,7.02,129900,150000,0.65,100000,0.58,100000,0.58
DC1598,41.216,-75.914,5.03,126200,150000,0.63,100000,0.57,100000,0.57
DC1599,41.243,-75.878,1.95,131800,150000,0.66,100000,0.59,100000,0.59
DC1600,41.241,-77.001,2.30,134800,150000,0.67,100000,0.61,100000,0.61
DC1601,40.15,-75.125,1.91,140700,150000,0.7,100000,0.63,100000,0.63
DC1602,39.951,-76.265,2.41,134000,150000,0.67,100000,0.6,100000,0.6
DC1603,41.026,-78.316,7.30,133300,150000,0.67,100000,0.6,100000,0.6
DC1604,39.99,-76.65,7.13,137000,150000,0.69,100000,0.62,100000,0.62
DC1605,41.761,-71.466,6.28,222800,150000,1.11,100000,1,100000,1
DC1606,41.969,-71.561,0.14,228400,150000,1.14,100000,1.03,100000,1.03
DC1607,41.869,-71.388,5.07,218100,150000,1.09,100000,0.98,100000,0.98
DC1608,41.825,-71.415,0.11,224600,150000,1.12,100000,1.01,100000,1.01
DC1609,41.748,-71.412,7.79,219500,150000,1.1,100000,0.99,100000,0.99
DC1610,33.455,-81.757,5.68,128600,150000,0.64,100000,0.58,100000,0.58
DC1611,34.53,-82.627,0.52,124100,150000,0.62,100000,0.56,100000,0.56
DC1612,32.34,-80.688,2.12,148500,150000,0.74,100000,0.67,100000,0.67
DC1613,32.23,-80.877,5.36,145300,150000,0.73,100000,0.65,100000,0.65
DC1614,35.048,-81.964,3.49,126100,150000,0.63,100000,0.57,100000,0.57
DC1615,34.303,-80.611,2.38,119300,150000,0.6,100000,0.54,100000,0.54
DC1616,34.76,-82.799,1.95,131500,150000,0.66,100000,0.59,100000,0.59
DC1617,32.927,-79.886,3.15,141100,150000,0.71,100000,0.63,100000,0.63
DC1618,35.095,-81.23,3.46,153100,150000,0.77,100000,0.69,100000,0.69
DC1619,34.064,-81.109,2.29,125500,150000,0.63,100000,0.56,100000,0.56
DC1620,33.88,-78.974,3.31,113900,150000,0.57,100000,0.51,100000,0.51
DC1621,34.879,-82.584,7.57,126600,150000,0.63,100000,0.57,100000,0.57
DC1622,34.188,-80.832,1.77,127600,150000,0.64,100000,0.57,100000,0.57
DC1623,33.548,-80.566,5.49,124900,150000,0.62,100000,0.56,100000,0.56
DC1624,34.198,-79.852,1.39,109100,150000,0.55,100000,0.49,100000,0.49
DC1625,34.968,-80.843,1.89,153700,150000,0.77,100000,0.69,100000,0.69
DC1626,35.129,-81.713,4.31,148300,150000,0.74,100000,0.67,100000,0.67
DC1627,33.003,-79.998,6.01,135200,150000,0.68,100000,0.61,100000,0.61
DC1628,34.827,-82.454,7.14,126300,150000,0.63,100000,0.57,100000,0.57
DC1629,34.147,-82.15,5.54,116800,150000,0.58,100000,0.53,100000,0.53
DC1630,34.892,-82.269,2.93,120100,150000,0.6,100000,0.54,100000,0.54
DC1631,34.413,-80.054,7.97,127600,150000,0.64,100000,0.57,100000,0.57
DC1632,34.125,-81.186,5.04,119800,150000,0.6,100000,0.54,100000,0.54
DC1633,34.819,-81.669,4.60,145800,150000,0.73,100000,0.66,100000,0.66
DC1634,32.989,-80.109,6.44,135600,150000,0.68,100000,0.61,100000,0.61
DC1635,33.999,-81.274,5.22,125100,150000,0.63,100000,0.56,100000,0.56
DC1636,34.178,-80.699,6.64,123400,150000,0.62,100000,0.56,100000,0.56
DC1637,32.824,-79.852,4.10,144500,150000,0.72,100000,0.65,100000,0.65
DC1638,33.707,-78.895,3.47,114500,150000,0.57,100000,0.52,100000,0.52
DC1639,34.268,-81.647,3.86,123400,150000,0.62,100000,0.56,100000,0.56
DC1640,33.523,-81.943,6.43,119900,150000,0.6,100000,0.54,100000,0.54
DC1641,32.867,-79.975,1.11,134100,150000,0.67,100000,0.6,100000,0.6
DC1642,33.479,-80.832,0.86,122300,150000,0.61,100000,0.55,100000,0.55
DC1643,34.646,-82.367,6.14,131300,150000,0.66,100000,0.59,100000,0.59
DC1644,34.739,-82.454,7.15,132500,150000,0.66,100000,0.6,100000,0.6
DC1645,34.904,-81.009,3.38,145500,150000,0.73,100000,0.65,100000,0.65
DC1646,33.938,-79.774,3.94,116500,150000,0.58,100000,0.52,100000,0.52
DC1647,34.636,-82.929,3.75,121800,150000,0.61,100000,0.55,100000,0.55
DC1648,34.769,-82.237,3.58,124900,150000,0.62,100000,0.56,100000,0.56
DC1649,34.931,-82.019,0.81,127900,150000,0.64,100000,0.58,100000,0.58
DC1650,33.075,-80.21,2.82,147100,150000,0.74,100000,0.66,100000,0.66
DC1651,33.853,-80.355,0.87,121700,150000,0.61,100000,0.55,100000,0.55
DC1652,33.997,-81.087,6.70,119900,150000,0.6,100000,0.54,100000,0.54
DC1653,33.905,-81.042,1.71,129200,150000,0.65,100000,0.58,100000,0.58
DC1654,34.624,-82.551,1.88,123900,150000,0.62,100000,0.56,100000,0.56
